target_smiles,target_mapped_smiles,ref_smiles,ref_mapped_smiles,target_diff,ref_diff,disconnect_list,connect_dict,target_label,ref_label,property_name
N#CC(CC[NH+]1CCC(C(=O)[O-])(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,[N:0]#[C:1][C:2]([CH2:3][CH2:4][NH+:5]1[CH2:6][CH2:7][C:8]([C:9](=[O:10])[O-:11])([c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[CH2:18][CH2:19]1)([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1,CCOC(=O)C1(c2ccccc2)CC[NH+](CCC(C#N)(c2ccccc2)c2ccccc2)CC1,[CH3:0][CH2:1][O:2][C:3](=[O:4])[C:5]1([c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[CH2:12][CH2:13][NH+:14]([CH2:15][CH2:16][C:17]([C:18]#[N:19])([c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[CH2:32][CH2:33]1,"([('Carboxylic acid', 1, [(9, 10, 11)])], [])","([('Carboxylic ester', 1, [(3, 4, 2)])], [('C2 alkane', 1, [(0, 1)])])","[('Carboxylic acid', [(9, 10, 11)])]","defaultdict(<class 'list'>, {'Carboxylic ester ([O:2][C:3]=[O:4])': [(3, 8, 'target molecule'), (2, 1, 'C2 alkane ([CH3:0][CH2:1])')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,[O:0]=[C:1]1[CH2:2][N:3]=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[c:11]2[cH:12][c:13]([Cl:14])[cH:15][cH:16][c:17]2[N:18]1[CH2:19][C:20]([F:21])([F:22])[F:23],O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,[O:0]=[C:1]1[CH2:2][N:3]=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[c:11]2[cH:12][c:13]([Cl:14])[cH:15][cH:16][c:17]2[N:18]1[CH2:19][CH:20]1[CH2:21][CH2:22]1,"([('Trifluoromethyl', 1, [(21, 20, 22, 23)])], [])","([], [('C3 alkane', 1, [(20, 21, 22)])])","[('Trifluoromethyl', [(21, 20, 22, 23)])]","defaultdict(<class 'list'>, {'C3 alkane ([CH:20]1[CH2:21][CH2:22]1)': [(20, 19, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
NC(=[NH2+])NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,[NH2:0][C:1](=[NH2+:2])[NH:3][CH2:4][CH2:5][CH2:6][C@@H:7]([NH:8][C:9](=[O:10])[C@@H:11]1[CH2:12][CH2:13][CH2:14][N:15]1[C:16](=[O:17])[C@@H:18]1[CH2:19][S:20][S:21][CH2:22][CH2:23][C:24](=[O:25])[NH:26][C@@H:27]([CH2:28][c:29]2[cH:30][cH:31][c:32]([OH:33])[cH:34][cH:35]2)[C:36](=[O:37])[NH:38][C@@H:39]([CH2:40][c:41]2[cH:42][cH:43][cH:44][cH:45][cH:46]2)[C:47](=[O:48])[NH:49][C@@H:50]([CH2:51][CH2:52][C:53]([NH2:54])=[O:55])[C:56](=[O:57])[NH:58][C@@H:59]([CH2:60][C:61]([NH2:62])=[O:63])[C:64](=[O:65])[NH:66]1)[C:67](=[O:68])[NH:69][CH2:70][C:71]([NH2:72])=[O:73],NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CCCC[NH3+])C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,[NH2:0][C:1](=[O:2])[CH2:3][CH2:4][CH:5]1[NH:6][C:7](=[O:8])[CH:9]([CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[NH:17][C:18](=[O:19])[CH:20]([CH2:21][c:22]2[cH:23][cH:24][c:25]([OH:26])[cH:27][cH:28]2)[NH:29][C:30](=[O:31])[CH:32]([NH3+:33])[CH2:34][S:35][S:36][CH2:37][CH:38]([C:39](=[O:40])[N:41]2[CH2:42][CH2:43][CH2:44][CH:45]2[C:46](=[O:47])[NH:48][CH:49]([CH2:50][CH2:51][CH2:52][CH2:53][NH3+:54])[C:55](=[O:56])[NH:57][CH2:58][C:59]([NH2:60])=[O:61])[NH:62][C:63](=[O:64])[CH:65]([CH2:66][C:67]([NH2:68])=[O:69])[NH:70][C:71]1=[O:72],"([('Guanidine', 1, [(0, 1, 2, 3)])], [])","([('Ammonium', 2, [(33,), (54,)])], [('C1 alkane', 1, [(53,)])])","[('Guanidine', [(0, 1, 2, 3)])]","defaultdict(<class 'list'>, {'C1 alkane ([CH2:53])': [(53, 4, 'target molecule'), (53, 54, 'Ammonium ([NH3+:54])')], 'Ammonium ([NH3+:33])': [(33, 23, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,[NH2:0][C:1](=[O:2])[CH2:3][CH2:4][CH:5]1[NH:6][C:7](=[O:8])[CH:9]([CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[NH:17][C:18](=[O:19])[CH:20]([CH2:21][c:22]2[cH:23][cH:24][c:25]([OH:26])[cH:27][cH:28]2)[NH:29][C:30](=[O:31])[CH:32]([NH3+:33])[CH2:34][S:35][S:36][CH2:37][CH:38]([C:39](=[O:40])[N:41]2[CH2:42][CH2:43][CH2:44][CH:45]2[C:46](=[O:47])[NH:48][CH:49]([CH2:50][CH2:51][CH2:52][NH+:53]=[C:54]([NH2:55])[NH2:56])[C:57](=[O:58])[NH:59][CH2:60][C:61]([NH2:62])=[O:63])[NH:64][C:65](=[O:66])[CH:67]([CH2:68][C:69]([NH2:70])=[O:71])[NH:72][C:73]1=[O:74],CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]([NH3+])CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,[CH3:0][CH2:1][C@H:2]([CH3:3])[C@@H:4]1[NH:5][C:6](=[O:7])[C@H:8]([CH2:9][c:10]2[cH:11][cH:12][c:13]([OH:14])[cH:15][cH:16]2)[NH:17][C:18](=[O:19])[C@@H:20]([NH3+:21])[CH2:22][S:23][S:24][CH2:25][C@@H:26]([C:27](=[O:28])[N:29]2[CH2:30][CH2:31][CH2:32][C@H:33]2[C:34](=[O:35])[NH:36][C@@H:37]([CH2:38][CH:39]([CH3:40])[CH3:41])[C:42](=[O:43])[NH:44][CH2:45][C:46]([NH2:47])=[O:48])[NH:49][C:50](=[O:51])[C@H:52]([CH2:53][C:54]([NH2:55])=[O:56])[NH:57][C:58](=[O:59])[C@H:60]([CH2:61][CH2:62][C:63]([NH2:64])=[O:65])[NH:66][C:67]1=[O:68],"([('Guanidine', 1, [(55, 54, 53, 56)]), ('Benzene', 1, [(11, 12, 13, 14, 15, 16)])], [])","([], [('C2 alkane', 1, [(0, 1)]), ('C1 alkane', 2, [(3,), (41,)])])","[('Guanidine', [(55, 54, 53, 56)]), ('Benzene', [(11, 12, 13, 14, 15, 16)])]","defaultdict(<class 'list'>, {'C1 alkane ([CH3:41])': [(41, 51, 'target molecule')], 'C1 alkane ([CH3:3])': [(3, 10, 'target molecule')], 'C2 alkane ([CH3:0][CH2:1])': [(1, 10, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,[NH2:0][C:1](=[O:2])[CH2:3][CH2:4][CH:5]1[NH:6][C:7](=[O:8])[CH:9]([CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[NH:17][C:18](=[O:19])[CH:20]([CH2:21][c:22]2[cH:23][cH:24][c:25]([OH:26])[cH:27][cH:28]2)[NH:29][C:30](=[O:31])[CH:32]([NH3+:33])[CH2:34][S:35][S:36][CH2:37][CH:38]([C:39](=[O:40])[N:41]2[CH2:42][CH2:43][CH2:44][CH:45]2[C:46](=[O:47])[NH:48][CH:49]([CH2:50][CH2:51][CH2:52][NH+:53]=[C:54]([NH2:55])[NH2:56])[C:57](=[O:58])[NH:59][CH2:60][C:61]([NH2:62])=[O:63])[NH:64][C:65](=[O:66])[CH:67]([CH2:68][C:69]([NH2:70])=[O:71])[NH:72][C:73]1=[O:74],CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O,[CH3:0][CH2:1][CH:2]([CH3:3])[CH:4]1[NH:5][C:6](=[O:7])[CH:8]([CH2:9][c:10]2[cH:11][cH:12][c:13]([OH:14])[cH:15][cH:16]2)[NH:17][C:18](=[O:19])[CH:20]([NH3+:21])[CH2:22][S:23][S:24][CH2:25][CH:26]([C:27](=[O:28])[N:29]2[CH2:30][CH2:31][CH2:32][CH:33]2[C:34](=[O:35])[NH:36][CH:37]([CH2:38][CH:39]([CH3:40])[CH3:41])[C:42](=[O:43])[NH:44][CH2:45][C:46]([NH2:47])=[O:48])[NH:49][C:50](=[O:51])[CH:52]([CH2:53][C:54]([NH2:55])=[O:56])[NH:57][C:58](=[O:59])[CH:60]([CH:61]([CH3:62])[OH:63])[NH:64][C:65]1=[O:66],"([('Amide', 1, [(1, 2, 0)]), ('Guanidine', 1, [(55, 54, 53, 56)]), ('Benzene', 1, [(11, 12, 13, 14, 15, 16)])], [])","([('Hydroxy', 1, [(63,)])], [('C2 alkane', 1, [(0, 1)]), ('C1 alkane', 2, [(3,), (40,)])])","[('Amide', [(1, 2, 0)]), ('Guanidine', [(55, 54, 53, 56)]), ('Benzene', [(11, 12, 13, 14, 15, 16)])]","defaultdict(<class 'list'>, {'Hydroxy ([OH:63])': [(63, 4, 'target molecule')], 'C1 alkane ([CH3:40])': [(40, 51, 'target molecule')], 'C1 alkane ([CH3:3])': [(3, 10, 'target molecule')], 'C2 alkane ([CH3:0][CH2:1])': [(1, 10, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
[NH3+]CCCC[C@H]([NH2+][C@@H](CCc1ccccc1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-],[NH3+:0][CH2:1][CH2:2][CH2:3][CH2:4][C@H:5]([NH2+:6][C@@H:7]([CH2:8][CH2:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[C:16](=[O:17])[O-:18])[C:19](=[O:20])[N:21]1[CH2:22][CH2:23][CH2:24][C@H:25]1[C:26](=[O:27])[O-:28],C[C@H]([NH2+][C@@H](CCc1ccccc1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-],[CH3:0][C@H:1]([NH2+:2][C@@H:3]([CH2:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[C:12](=[O:13])[O-:14])[C:15](=[O:16])[N:17]1[CH2:18][CH2:19][CH2:20][C@H:21]1[C:22](=[O:23])[O-:24],"([('Ammonium', 1, [(0,)])], [('C3 alkane', 1, [(1, 2, 3)])])","([], [])","[('Ammonium', [(0,)]), ('C3 alkane', [(1, 2, 3)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
Clc1ccc2c(c1)C(N1CC[NH2+]CC1)=[NH+]c1ccccc1O2,[Cl:0][c:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[C:7]([N:8]1[CH2:9][CH2:10][NH2+:11][CH2:12][CH2:13]1)=[NH+:14][c:15]1[cH:16][cH:17][cH:18][cH:19][c:20]1[O:21]2,C[NH+]1CCN(C2=[NH+]c3ccccc3Oc3ccc(Cl)cc32)CC1,[CH3:0][NH+:1]1[CH2:2][CH2:3][N:4]([C:5]2=[NH+:6][c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[O:13][c:14]3[cH:15][cH:16][c:17]([Cl:18])[cH:19][c:20]32)[CH2:21][CH2:22]1,"([], [])","([], [('C1 alkane', 1, [(0,)])])",[],"defaultdict(<class 'list'>, {'C1 alkane ([CH3:0])': [(0, 11, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[OH:0][CH2:1][CH2:2][NH+:3]1[CH2:4][CH2:5][N:6]([CH2:7][CH2:8][CH2:9][N:10]2[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[S:17][c:18]3[cH:19][cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][c:27]32)[CH2:28][CH2:29]1,OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,[OH:0][CH2:1][CH2:2][NH+:3]1[CH2:4][CH2:5][N:6]([CH2:7][CH2:8][CH2:9][N:10]2[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[S:17][c:18]3[cH:19][cH:20][c:21]([Cl:22])[cH:23][c:24]32)[CH2:25][CH2:26]1,"([('Trifluoromethyl', 1, [(23, 22, 24, 25)])], [])","([('Arylchloride', 1, [(22,)])], [])","[('Trifluoromethyl', [(23, 22, 24, 25)])]","defaultdict(<class 'list'>, {'Arylchloride ([Cl:22])': [(22, 21, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[OH:0][CH2:1][CH2:2][NH+:3]1[CH2:4][CH2:5][N:6]([CH2:7][CH2:8][CH2:9][N:10]2[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[S:17][c:18]3[cH:19][cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][c:27]32)[CH2:28][CH2:29]1,C[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[CH3:0][NH+:1]1[CH2:2][CH2:3][N:4]([CH2:5][CH2:6][CH2:7][N:8]2[c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[S:15][c:16]3[cH:17][cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[cH:24][c:25]32)[CH2:26][CH2:27]1,"([('Hydroxy', 1, [(0,)])], [('C1 alkane', 1, [(1,)])])","([], [])","[('Hydroxy', [(0,)]), ('C1 alkane', [(1,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,[OH:0][CH2:1][CH2:2][NH+:3]1[CH2:4][CH2:5][N:6]([CH2:7][CH2:8][CH2:9][N:10]2[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[S:17][c:18]3[cH:19][cH:20][c:21]([Cl:22])[cH:23][c:24]32)[CH2:25][CH2:26]1,C[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,[CH3:0][NH+:1]1[CH2:2][CH2:3][N:4]([CH2:5][CH2:6][CH2:7][N:8]2[c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[S:15][c:16]3[cH:17][cH:18][c:19]([Cl:20])[cH:21][c:22]32)[CH2:23][CH2:24]1,"([('Hydroxy', 1, [(0,)])], [('C1 alkane', 1, [(1,)])])","([], [])","[('Hydroxy', [(0,)]), ('C1 alkane', [(1,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
OCC[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,[OH:0][CH2:1][CH2:2][NH+:3]1[CH2:4][CH2:5][N:6]([CH2:7][CH2:8][CH2:9][N:10]2[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[S:17][c:18]3[cH:19][cH:20][c:21]([Cl:22])[cH:23][c:24]32)[CH2:25][CH2:26]1,CC(=O)c1ccc2c(c1)N(CCCN1CC[NH+](CCO)CC1)c1ccccc1S2,[CH3:0][C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[N:9]([CH2:10][CH2:11][CH2:12][N:13]1[CH2:14][CH2:15][NH+:16]([CH2:17][CH2:18][OH:19])[CH2:20][CH2:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][c:27]1[S:28]2,"([('Arylchloride', 1, [(22,)])], [])","([('Ketone', 1, [(1, 2)])], [('C1 alkane', 1, [(0,)])])","[('Arylchloride', [(22,)])]","defaultdict(<class 'list'>, {'Ketone ([C:1]=[O:2])': [(1, 0, 'C1 alkane ([CH3:0])'), (1, 13, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,[NH2:0][c:1]1[n:2][c:3]([F:4])[n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[C@@H:11]1[O:12][C@H:13]([CH2:14][OH:15])[C@@H:16]([OH:17])[C@@H:18]1[OH:19],Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,[NH2:0][c:1]1[n:2][c:3]([F:4])[n:5][c:6]2[c:7]1[n:8][cH:9][n:10]2[C@@H:11]1[O:12][C@H:13]([CH2:14][O:15][P:16](=[O:17])([OH:18])[OH:19])[C@@H:20]([OH:21])[C@@H:22]1[OH:23],"([('Hydroxy', 1, [(15,)])], [('C1 alkane', 1, [(14,)])])","([('Phosphoric monoester', 1, [(16, 17, 18, 19, 15, 14)])], [])","[('Hydroxy', [(15,)]), ('C1 alkane', [(14,)])]","defaultdict(<class 'list'>, {'Phosphoric monoester ([CH2:14][O:15][P:16](=[O:17])([OH:18])[OH:19])': [(14, 13, 'target molecule')]})",0.0,0.0,drugs approved by the FDA and passed clinical trials
C[NH+]1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,[CH3:0][NH+:1]1[CH2:2][C@H:3]([C:4](=[O:5])[NH:6][C@:7]2([CH3:8])[O:9][C@@:10]3([OH:11])[C@@H:12]4[CH2:13][CH2:14][CH2:15][N:16]4[C:17](=[O:18])[C@H:19]([CH2:20][c:21]4[cH:22][cH:23][cH:24][cH:25][cH:26]4)[N:27]3[C:28]2=[O:29])[CH2:30][C@@H:31]2[c:32]3[cH:33][cH:34][cH:35][c:36]4[nH:37][cH:38][c:39]([c:40]34)[CH2:41][C@@H:42]12,C[NH+]1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,[CH3:0][NH+:1]1[CH2:2][C@H:3]([C:4](=[O:5])[NH:6][C@:7]2([CH3:8])[O:9][C@@:10]3([OH:11])[C@@H:12]4[CH2:13][CH2:14][CH2:15][N:16]4[C:17](=[O:18])[C@H:19]([CH2:20][c:21]4[cH:22][cH:23][cH:24][cH:25][cH:26]4)[N:27]3[C:28]2=[O:29])[CH:30]=[C:31]2[c:32]3[cH:33][cH:34][cH:35][c:36]4[nH:37][cH:38][c:39]([c:40]34)[CH2:41][C@@H:42]12,"([('piperidine', 1, [(30, 3, 2, 1, 42, 31)])], [])","([('Alkene', 1, [(30, 31)]), ('Ammonium', 1, [(1,)])], [('C2 alkane', 1, [(2, 3)]), ('C1 alkane', 1, [(42,)])])","[('piperidine', [(30, 3, 2, 1, 42, 31)])]","defaultdict(<class 'list'>, {'C1 alkane ([CH:42])': [(42, 41, 'target molecule'), (42, 1, 'Ammonium ([NH+:1])'), (42, 31, 'Alkene ([CH:30]=[C:31])')], 'Alkene ([CH:30]=[C:31])': [(30, 3, 'C2 alkane ([CH2:2][CH:3])'), (31, 32, 'target molecule')], 'C2 alkane ([CH2:2][CH:3])': [(2, 1, 'Ammonium ([NH+:1])'), (3, 4, 'target molecule')], 'Ammonium ([NH+:1])': [(1, 0, None)]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C[NH+]1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,[CH3:0][NH+:1]1[CH2:2][C@H:3]([C:4](=[O:5])[NH:6][C@:7]2([CH3:8])[O:9][C@@:10]3([OH:11])[C@@H:12]4[CH2:13][CH2:14][CH2:15][N:16]4[C:17](=[O:18])[C@H:19]([CH2:20][c:21]4[cH:22][cH:23][cH:24][cH:25][cH:26]4)[N:27]3[C:28]2=[O:29])[CH2:30][C@@H:31]2[c:32]3[cH:33][cH:34][cH:35][c:36]4[nH:37][cH:38][c:39]([c:40]34)[CH2:41][C@@H:42]12,CCC(C)(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4[NH+](C)C3)(C(C)C)C(=O)N12,[CH3:0][CH2:1][C:2]([CH3:3])([CH3:4])[CH:5]1[C:6](=[O:7])[N:8]2[CH2:9][CH2:10][CH2:11][CH:12]2[C:13]2([OH:14])[O:15][C:16]([NH:17][C:18](=[O:19])[CH:20]3[CH2:21][CH:22]4[c:23]5[cH:24][cH:25][cH:26][c:27]6[nH:28][cH:29][c:30]([c:31]56)[CH2:32][CH:33]4[NH+:34]([CH3:35])[CH2:36]3)([CH:37]([CH3:38])[CH3:39])[C:40](=[O:41])[N:42]12,"([('Benzene', 1, [(21, 22, 23, 24, 25, 26)])], [])","([], [('C2 alkane', 1, [(0, 1)]), ('C1 alkane', 4, [(3,), (4,), (38,), (39,)])])","[('Benzene', [(21, 22, 23, 24, 25, 26)])]","defaultdict(<class 'list'>, {'C1 alkane ([CH3:39])': [(39, 8, 'target molecule')], 'C1 alkane ([CH3:38])': [(38, 8, 'target molecule')], 'C1 alkane ([CH3:4])': [(4, 20, 'target molecule')], 'C1 alkane ([CH3:3])': [(3, 20, 'target molecule')], 'C2 alkane ([CH3:0][CH2:1])': [(1, 20, 'target molecule')]})",1.0,1.0,drugs approved by the FDA and passed clinical trials
COc1ccc2c(c1)N(C[C@H](C)C[NH+](C)C)c1ccccc1S2,[CH3:0][O:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[N:8]([CH2:9][C@H:10]([CH3:11])[CH2:12][NH+:13]([CH3:14])[CH3:15])[c:16]1[cH:17][cH:18][cH:19][cH:20][c:21]1[S:22]2,CC(CN1c2ccccc2Sc2ccccc21)C[NH+](C)C,[CH3:0][CH:1]([CH2:2][N:3]1[c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[S:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]21)[CH2:17][NH+:18]([CH3:19])[CH3:20],"([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([], [])","[('Ether', [(1,)]), ('C1 alkane', [(0,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,[CH3:0][C@H:1]1[O:2][C@@H:3]([O:4][C@H:5]2[C@@H:6]([OH:7])[CH2:8][C@H:9]([O:10][C@H:11]3[C@@H:12]([OH:13])[CH2:14][C@H:15]([O:16][C@H:17]4[CH2:18][CH2:19][C@@:20]5([CH3:21])[C@H:22]([CH2:23][CH2:24][C@@H:25]6[C@@H:26]5[CH2:27][C@@H:28]([OH:29])[C@:30]5([CH3:31])[C@@H:32]([C:33]7=[CH:34][C:35](=[O:36])[O:37][CH2:38]7)[CH2:39][CH2:40][C@:41]65[OH:42])[CH2:43]4)[O:44][C@@H:45]3[CH3:46])[O:47][C@@H:48]2[CH3:49])[CH2:50][C@H:51]([OH:52])[C@@H:53]1[OH:54],C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,[CH3:0][C@H:1]1[O:2][C@@H:3]([O:4][C@H:5]2[C@@H:6]([OH:7])[CH2:8][C@H:9]([O:10][C@H:11]3[C@@H:12]([OH:13])[CH2:14][C@H:15]([O:16][C@H:17]4[CH2:18][CH2:19][C@@:20]5([CH3:21])[C@H:22]([CH2:23][CH2:24][C@@H:25]6[C@@H:26]5[CH2:27][CH2:28][C@:29]5([CH3:30])[C@@H:31]([C:32]7=[CH:33][C:34](=[O:35])[O:36][CH2:37]7)[CH2:38][CH2:39][C@:40]65[OH:41])[CH2:42]4)[O:43][C@@H:44]3[CH3:45])[O:46][C@@H:47]2[CH3:48])[CH2:49][C@H:50]([OH:51])[C@@H:52]1[OH:53],"([('Hydroxy', 1, [(29,)])], [])","([], [])","[('Hydroxy', [(29,)])]","defaultdict(<class 'list'>, {})",1.0,1.0,drugs approved by the FDA and passed clinical trials
