target_smiles,target_mapped_smiles,ref_smiles,ref_mapped_smiles,target_diff,ref_diff,disconnect_list,connect_dict,target_label,ref_label,property_name
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([F:22])[cH:23][cH:24]2)[CH2:25]1)[C:26]([CH3:27])([CH3:28])[CH3:29],CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(OC)cc2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([O:22][CH3:23])[cH:24][cH:25]2)[CH2:26]1)[C:27]([CH3:28])([CH3:29])[CH3:30],"([('Arylfluoride', 1, [(22,)])], [])","([('Ether', 1, [(22,)])], [('C1 alkane', 1, [(23,)])])","[('Arylfluoride', [(22,)])]","defaultdict(<class 'list'>, {'Ether ([O:22])': [(22, 21, 'target molecule'), (22, 23, 'C1 alkane ([CH3:23])')]})",3.12,1.45,octanol/water distribution coefficient (logD at pH 7.4)
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([F:22])[cH:23][cH:24]2)[CH2:25]1)[C:26]([CH3:27])([CH3:28])[CH3:29],CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(O)cc2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([OH:22])[cH:23][cH:24]2)[CH2:25]1)[C:26]([CH3:27])([CH3:28])[CH3:29],"([('Arylfluoride', 1, [(22,)])], [])","([('Phenol', 1, [(22,)])], [])","[('Arylfluoride', [(22,)])]","defaultdict(<class 'list'>, {'Phenol ([OH:22])': [(22, 21, 'target molecule')]})",3.12,0.77,octanol/water distribution coefficient (logD at pH 7.4)
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([F:22])[cH:23][cH:24]2)[CH2:25]1)[C:26]([CH3:27])([CH3:28])[CH3:29],CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccn2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][cH:21][cH:22][n:23]2)[CH2:24]1)[C:25]([CH3:26])([CH3:27])[CH3:28],"([('Arylfluoride', 1, [(22,)]), ('Benzene', 1, [(18, 19, 20, 21, 23, 24)])], [])","([('pyridine', 1, [(20, 19, 18, 23, 22, 21)])], [])","[('Arylfluoride', [(22,)]), ('Benzene', [(18, 19, 20, 21, 23, 24)])]","defaultdict(<class 'list'>, {'pyridine ([c:18]1[cH:19][cH:20][cH:21][cH:22][n:23]1)': [(18, 17, 'target molecule')]})",3.12,-0.55,octanol/water distribution coefficient (logD at pH 7.4)
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([F:22])[cH:23][cH:24]2)[CH2:25]1)[C:26]([CH3:27])([CH3:28])[CH3:29],CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(Br)cc2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([Br:22])[cH:23][cH:24]2)[CH2:25]1)[C:26]([CH3:27])([CH3:28])[CH3:29],"([('Arylfluoride', 1, [(22,)])], [])","([('Arylbromide', 1, [(22,)])], [])","[('Arylfluoride', [(22,)])]","defaultdict(<class 'list'>, {'Arylbromide ([Br:22])': [(22, 21, 'target molecule')]})",3.12,2.92,octanol/water distribution coefficient (logD at pH 7.4)
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([F:22])[cH:23][cH:24]2)[CH2:25]1)[C:26]([CH3:27])([CH3:28])[CH3:29],CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(C)cc2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([CH3:22])[cH:23][cH:24]2)[CH2:25]1)[C:26]([CH3:27])([CH3:28])[CH3:29],"([('Arylfluoride', 1, [(22,)])], [])","([], [('C1 alkane', 1, [(22,)])])","[('Arylfluoride', [(22,)])]","defaultdict(<class 'list'>, {'C1 alkane ([CH3:22])': [(22, 21, 'target molecule')]})",3.12,2.05,octanol/water distribution coefficient (logD at pH 7.4)
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([F:22])[cH:23][cH:24]2)[CH2:25]1)[C:26]([CH3:27])([CH3:28])[CH3:29],CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc([N+](=O)[O-])cc2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([N+:22](=[O:23])[O-:24])[cH:25][cH:26]2)[CH2:27]1)[C:28]([CH3:29])([CH3:30])[CH3:31],"([('Arylfluoride', 1, [(22,)])], [])","([('Nitro', 1, [(22, 23, 24)])], [])","[('Arylfluoride', [(22,)])]","defaultdict(<class 'list'>, {'Nitro ([N+:22](=[O:23])[O-:24])': [(22, 21, 'target molecule')]})",3.12,1.54,octanol/water distribution coefficient (logD at pH 7.4)
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([F:22])[cH:23][cH:24]2)[CH2:25]1)[C:26]([CH3:27])([CH3:28])[CH3:29],CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C1CCCCC1,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([F:22])[cH:23][cH:24]2)[CH2:25]1)[CH:26]1[CH2:27][CH2:28][CH2:29][CH2:30][CH2:31]1,"([], [('C1 alkane', 3, [(27,), (28,), (29,)])])","([], [('C5 alkane', 1, [(27, 28, 29, 30, 31)])])","[('C1 alkane', [(27,), (28,), (29,)])]","defaultdict(<class 'list'>, {'C5 alkane ([CH2:27][CH2:28][CH2:29][CH2:30][CH2:31])': [(27, 26, 'target molecule'), (31, 26, 'target molecule')]})",3.12,2.39,octanol/water distribution coefficient (logD at pH 7.4)
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([F:22])[cH:23][cH:24]2)[CH2:25]1)[C:26]([CH3:27])([CH3:28])[CH3:29],CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2cccc(OC)c2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][cH:21][c:22]([O:23][CH3:24])[cH:25]2)[CH2:26]1)[C:27]([CH3:28])([CH3:29])[CH3:30],"([('Arylfluoride', 1, [(22,)])], [])","([('Ether', 1, [(23,)])], [('C1 alkane', 1, [(24,)])])","[('Arylfluoride', [(22,)])]","defaultdict(<class 'list'>, {'Ether ([O:23])': [(23, 23, 'target molecule'), (23, 24, 'C1 alkane ([CH3:24])')]})",3.12,1.47,octanol/water distribution coefficient (logD at pH 7.4)
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][c:21]([F:22])[cH:23][cH:24]2)[CH2:25]1)[C:26]([CH3:27])([CH3:28])[CH3:29],CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2OC)C1)C(C)(C)C,[CH3:0][NH:1][C@@H:2]([CH3:3])[C:4](=[O:5])[NH:6][C@H:7]([C:8](=[O:9])[NH:10][C@H:11]1[CH2:12][CH2:13][CH2:14][N:15]([CH2:16][CH2:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2[O:24][CH3:25])[CH2:26]1)[C:27]([CH3:28])([CH3:29])[CH3:30],"([('Arylfluoride', 1, [(22,)])], [])","([('Ether', 1, [(24,)])], [('C1 alkane', 1, [(25,)])])","[('Arylfluoride', [(22,)])]","defaultdict(<class 'list'>, {'Ether ([O:24])': [(24, 24, 'target molecule'), (24, 25, 'C1 alkane ([CH3:25])')]})",3.12,1.61,octanol/water distribution coefficient (logD at pH 7.4)
NC1(c2ccc(-c3ncc4ccncc4c3-c3ccccc3)cc2)CCC1,[NH2:0][C:1]1([c:2]2[cH:3][cH:4][c:5](-[c:6]3[n:7][cH:8][c:9]4[cH:10][cH:11][n:12][cH:13][c:14]4[c:15]3-[c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[cH:22][cH:23]2)[CH2:24][CH2:25][CH2:26]1,NC1(c2ccc(-c3ncc4ccccc4c3-c3ccccc3)cc2)CCC1,[NH2:0][C:1]1([c:2]2[cH:3][cH:4][c:5](-[c:6]3[n:7][cH:8][c:9]4[cH:10][cH:11][cH:12][cH:13][c:14]4[c:15]3-[c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[cH:22][cH:23]2)[CH2:24][CH2:25][CH2:26]1,"([('pyridine', 2, [(9, 10, 11, 12, 13, 14), (14, 15, 6, 7, 8, 9)])], [])","([('isoquinoline', 1, [(12, 11, 10, 9, 8, 7, 6, 15, 14, 13)])], [])","[('pyridine', [(9, 10, 11, 12, 13, 14), (14, 15, 6, 7, 8, 9)])]","defaultdict(<class 'list'>, {'isoquinoline ([c:6]1[n:7][cH:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[c:15]1)': [(6, 5, 'target molecule'), (15, 16, 'target molecule')]})",2.2,3.6,octanol/water distribution coefficient (logD at pH 7.4)
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH:19][S:20]([CH3:21])(=[O:22])=[O:23])[c:24]1=[O:25])[C:26](=[O:27])[C:28]([F:29])([F:30])[F:31],CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(N)(=O)=O)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH:19][S:20]([NH2:21])(=[O:22])=[O:23])[c:24]1=[O:25])[C:26](=[O:27])[C:28]([F:29])([F:30])[F:31],"([('Sulfonamide', 1, [(20, 22, 23, 19)])], [('C1 alkane', 1, [(21,)])])","([('Sulfuric diamide', 1, [(20, 22, 23, 19, 21)])], [])","[('Sulfonamide', [(20, 22, 23, 19)]), ('C1 alkane', [(21,)])]","defaultdict(<class 'list'>, {'Sulfuric diamide ([NH:19][S:20]([NH2:21])(=[O:22])=[O:23])': [(19, 18, 'target molecule')]})",1.77,1.17,octanol/water distribution coefficient (logD at pH 7.4)
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH:19][S:20]([CH3:21])(=[O:22])=[O:23])[c:24]1=[O:25])[C:26](=[O:27])[C:28]([F:29])([F:30])[F:31],CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC=O)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH:19][CH:20]=[O:21])[c:22]1=[O:23])[C:24](=[O:25])[C:26]([F:27])([F:28])[F:29],"([('Sulfonamide', 1, [(20, 22, 23, 19)])], [('C1 alkane', 1, [(21,)])])","([('Amide', 1, [(20, 21, 19)])], [])","[('Sulfonamide', [(20, 22, 23, 19)]), ('C1 alkane', [(21,)])]","defaultdict(<class 'list'>, {'Amide ([NH:19][CH:20]=[O:21])': [(19, 18, 'target molecule')]})",1.77,1.84,octanol/water distribution coefficient (logD at pH 7.4)
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH:19][S:20]([CH3:21])(=[O:22])=[O:23])[c:24]1=[O:25])[C:26](=[O:27])[C:28]([F:29])([F:30])[F:31],COc1ccc(S(=O)(=O)Nc2ccc(-c3ccccc3)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c2=O)cc1,[CH3:0][O:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[NH:9][c:10]2[cH:11][cH:12][c:13](-[c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[n:20]([CH2:21][C:22](=[O:23])[NH:24][CH:25]([C:26](=[O:27])[C:28]([F:29])([F:30])[F:31])[CH:32]([CH3:33])[CH3:34])[c:35]2=[O:36])[cH:37][cH:38]1,"([], [])","([('Ether', 1, [(1,)]), ('Benzene', 1, [(2, 3, 4, 5, 37, 38)])], [])",[],"defaultdict(<class 'list'>, {'Benzene ([c:2]1[cH:3][cH:4][c:5][cH:37][cH:38]1)': [(2, 1, 'Ether ([O:1])'), (5, 20, 'target molecule')], 'Ether ([O:1])': [(1, 21, 'target molecule')]})",1.77,2.5,octanol/water distribution coefficient (logD at pH 7.4)
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH:19][S:20]([CH3:21])(=[O:22])=[O:23])[c:24]1=[O:25])[C:26](=[O:27])[C:28]([F:29])([F:30])[F:31],CCNc1ccc(-c2ccccc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O,[CH3:0][CH2:1][NH:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[n:13]([CH2:14][C:15](=[O:16])[NH:17][CH:18]([C:19](=[O:20])[C:21]([F:22])([F:23])[F:24])[CH:25]([CH3:26])[CH3:27])[c:28]1=[O:29],"([('Sulfonamide', 1, [(20, 22, 23, 19)])], [])","([('Amine', 1, [(2,)])], [('C1 alkane', 1, [(0,)])])","[('Sulfonamide', [(20, 22, 23, 19)])]","defaultdict(<class 'list'>, {'Amine ([NH:2])': [(2, 21, 'target molecule'), (2, 18, 'target molecule')], 'C1 alkane ([CH3:0])': [(0, 21, 'target molecule')]})",1.77,2.37,octanol/water distribution coefficient (logD at pH 7.4)
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH:19][S:20]([CH3:21])(=[O:22])=[O:23])[c:24]1=[O:25])[C:26](=[O:27])[C:28]([F:29])([F:30])[F:31],CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(=O)(=O)c2ccccc2)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH:19][S:20](=[O:21])(=[O:22])[c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[c:29]1=[O:30])[C:31](=[O:32])[C:33]([F:34])([F:35])[F:36],"([], [('C1 alkane', 1, [(21,)])])","([('Benzene', 1, [(23, 24, 25, 26, 27, 28)])], [])","[('C1 alkane', [(21,)])]","defaultdict(<class 'list'>, {'Benzene ([c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)': [(23, 20, 'target molecule')]})",1.77,2.26,octanol/water distribution coefficient (logD at pH 7.4)
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH:19][S:20]([CH3:21])(=[O:22])=[O:23])[c:24]1=[O:25])[C:26](=[O:27])[C:28]([F:29])([F:30])[F:31],CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(=O)(=O)C(F)(F)F)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH:19][S:20](=[O:21])(=[O:22])[C:23]([F:24])([F:25])[F:26])[c:27]1=[O:28])[C:29](=[O:30])[C:31]([F:32])([F:33])[F:34],"([], [('C1 alkane', 1, [(21,)])])","([('Trifluoromethyl', 1, [(24, 23, 25, 26)])], [])","[('C1 alkane', [(21,)])]","defaultdict(<class 'list'>, {'Trifluoromethyl ([C:23]([F:24])([F:25])[F:26])': [(23, 20, 'target molecule')]})",1.77,1.01,octanol/water distribution coefficient (logD at pH 7.4)
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH:19][S:20]([CH3:21])(=[O:22])=[O:23])[c:24]1=[O:25])[C:26](=[O:27])[C:28]([F:29])([F:30])[F:31],CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(=O)(=O)NCc2ccccc2)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH:19][S:20](=[O:21])(=[O:22])[NH:23][CH2:24][c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[c:31]1=[O:32])[C:33](=[O:34])[C:35]([F:36])([F:37])[F:38],"([('Sulfonamide', 1, [(20, 22, 23, 19)])], [])","([('Sulfuric diamide', 1, [(20, 21, 22, 19, 23)]), ('Benzene', 1, [(25, 26, 27, 28, 29, 30)])], [])","[('Sulfonamide', [(20, 22, 23, 19)])]","defaultdict(<class 'list'>, {'Benzene ([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)': [(25, 21, 'target molecule')], 'Sulfuric diamide ([NH:19][S:20](=[O:21])(=[O:22])[NH:23])': [(19, 18, 'target molecule'), (23, 21, 'target molecule')]})",1.77,2.57,octanol/water distribution coefficient (logD at pH 7.4)
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH:19][S:20]([CH3:21])(=[O:22])=[O:23])[c:24]1=[O:25])[C:26](=[O:27])[C:28]([F:29])([F:30])[F:31],CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(N)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH2:19])[c:20]1=[O:21])[C:22](=[O:23])[C:24]([F:25])([F:26])[F:27],"([('Sulfonamide', 1, [(20, 22, 23, 19)])], [('C1 alkane', 1, [(21,)])])","([('Amine', 1, [(19,)])], [])","[('Sulfonamide', [(20, 22, 23, 19)]), ('C1 alkane', [(21,)])]","defaultdict(<class 'list'>, {'Amine ([NH2:19])': [(19, 18, 'target molecule')]})",1.77,1.74,octanol/water distribution coefficient (logD at pH 7.4)
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH:19][S:20]([CH3:21])(=[O:22])=[O:23])[c:24]1=[O:25])[C:26](=[O:27])[C:28]([F:29])([F:30])[F:31],CC(=O)Nc1ccc(-c2ccccc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O,[CH3:0][C:1](=[O:2])[NH:3][c:4]1[cH:5][cH:6][c:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:14]([CH2:15][C:16](=[O:17])[NH:18][CH:19]([C:20](=[O:21])[C:22]([F:23])([F:24])[F:25])[CH:26]([CH3:27])[CH3:28])[c:29]1=[O:30],"([('Sulfonamide', 1, [(20, 22, 23, 19)])], [])","([('Amide', 1, [(1, 2, 3)])], [])","[('Sulfonamide', [(20, 22, 23, 19)])]","defaultdict(<class 'list'>, {'Amide ([C:1](=[O:2])[NH:3])': [(1, 21, 'target molecule'), (3, 18, 'target molecule')]})",1.77,1.78,octanol/water distribution coefficient (logD at pH 7.4)
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,[CH3:0][CH:1]([CH3:2])[CH:3]([NH:4][C:5](=[O:6])[CH2:7][n:8]1[c:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]([NH:19][S:20]([CH3:21])(=[O:22])=[O:23])[c:24]1=[O:25])[C:26](=[O:27])[C:28]([F:29])([F:30])[F:31],CC(=O)Nc1cccc(S(=O)(=O)Nc2ccc(-c3ccccc3)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c2=O)c1,[CH3:0][C:1](=[O:2])[NH:3][c:4]1[cH:5][cH:6][cH:7][c:8]([S:9](=[O:10])(=[O:11])[NH:12][c:13]2[cH:14][cH:15][c:16](-[c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3)[n:23]([CH2:24][C:25](=[O:26])[NH:27][CH:28]([C:29](=[O:30])[C:31]([F:32])([F:33])[F:34])[CH:35]([CH3:36])[CH3:37])[c:38]2=[O:39])[cH:40]1,"([], [])","([('Amide', 1, [(1, 2, 3)]), ('Benzene', 1, [(4, 5, 6, 7, 8, 40)])], [])",[],"defaultdict(<class 'list'>, {'Benzene ([c:4]1[cH:5][cH:6][cH:7][c:8][cH:40]1)': [(4, 3, 'Amide ([C:1](=[O:2])[NH:3])'), (8, 20, 'target molecule')], 'Amide ([C:1](=[O:2])[NH:3])': [(1, 21, 'target molecule')]})",1.77,2.43,octanol/water distribution coefficient (logD at pH 7.4)
