target_smiles,ref_smiles
C[C@@]12CC[C@@H](O1)C2=O,C[C@@]12CCC[C@@H](O1)C2=O
O=C1[C@@H]2CC[C@@]1(O)C2,O=C1[C@@H]2CCC[C@@]1(O)C2
O=C1[C@@H]2CC[C@@]1(O)C2,O=C1[C@H]2CC[C@]1(O)CC2
O=C1[C@H]2C[C@]1(O)CO2,O=C1[C@H]2C[C@]1(O)CCO2
O=C1[C@H]2C[C@]1(O)CO2,O=C1[C@H]2CC[C@]1(O)CO2
C[C@]12CC[C@H](C1)[C@H]2O,C[C@]12CCC[C@H](C1)[C@H]2O
C[C@]12CC[C@H](C1)[C@H]2O,C[C@]12CC[C@H](CC1)[C@H]2O
C[C@@]12CC[C@@H](O1)[C@H]2O,C[C@@]12CCC[C@@H](O1)[C@H]2O
C[C@H]1[C@@H]2CC[C@@]1(C)C2,C[C@H]1[C@@H]2CCC[C@@]1(C)C2
C[C@H]1[C@@H]2CC[C@@]1(O)C2,C[C@H]1[C@@H]2CCC[C@@]1(O)C2
C[C@H]1[C@H]2CC[C@]1(C)O2,C[C@H]1[C@H]2CCC[C@]1(C)O2
O[C@H]1[C@@H]2CC[C@@]1(O)C2,O[C@H]1[C@@H]2CCC[C@@]1(O)C2
C[C@@]12CCC(=O)[C@@H]1C2,C[C@@]12CCCC(=O)[C@@H]1C2
C[C@]12CCC(=O)[C@H]1N2,C[C@]12CCCC(=O)[C@H]1N2
C[C@]12CCC(=O)[C@H]1O2,C[C@]12CCCC(=O)[C@H]1O2
C[C@]12CCC(=O)N1C2,C[C@]12CCCC(=O)N1C2
C[C@]12COC(=O)[C@H]1N2,C[C@]12CCOC(=O)[C@H]1N2
O=C1CC[C@@]2(O)C[C@@H]12,O=C1CCC[C@@]2(O)C[C@@H]12
C[C@@]12CC[C@H](O)[C@@H]1C2,C[C@@]12CCC[C@H](O)[C@@H]1C2
C[C@]12CC[C@@H](O)[C@H]1N2,C[C@]12CCC[C@@H](O)[C@H]1N2
C[C@]12CC[C@@H](O)[C@H]1O2,C[C@]12CCC[C@@H](O)[C@H]1O2
C[C@H]1CC[C@@]2(C)C[C@@H]12,C[C@H]1CCC[C@@]2(C)C[C@@H]12
C[C@H]1CC[C@@]2(C)O[C@@H]12,C[C@H]1CCC[C@@]2(C)O[C@@H]12
C[C@H]1CC[C@@]2(O)C[C@@H]12,C[C@H]1CCC[C@@]2(O)C[C@@H]12
O[C@H]1CC[C@@]2(O)C[C@@H]12,O[C@H]1CCC[C@@]2(O)C[C@@H]12
C[C@@]12C=C[C@@H](CC1)C2,C[C@]12C=C[C@H](CCC1)C2
C[C@@]12C=C[C@@H](CC1)C2,C[C@]12C=C[C@H](CC1)CC2
C[C@@]12C=C[C@@H](CC1)O2,C[C@@]12C=C[C@@H](CCC1)O2
O[C@@]12C=C[C@@H](CC1)C2,O[C@]12C=C[C@H](CCC1)C2
O[C@@]12C=C[C@@H](CC1)C2,O[C@]12C=C[C@H](CC1)CC2
C[C@@]12CC[C@@H](C1)OC2,C[C@]12CCC[C@H](C1)OC2
C[C@@]12CC[C@@H](C1)OC2,C[C@]12CC[C@H](CC1)OC2
C[C@]12CC[C@H](CC1)C2,C[C@@]12CCC[C@@H](CC1)C2
C[C@]12CC[C@H](CC1)O2,C[C@]12CCC[C@H](CC1)O2
C[C@@]12CC[C@@H](CO1)C2,C[C@]12CCC[C@H](CO1)C2
C[C@@]12CC[C@@H](CO1)C2,C[C@]12CC[C@H](CC1)CO2
C[C@@]12CC[C@@H](CO1)O2,C[C@@]12CCC[C@@H](CO1)O2
C[C@@]12CC[C@@H](OC1)O2,C[C@]12CCC[C@H](OC1)O2
O[C@@]12CC[C@@H](C1)OC2,O[C@]12CCC[C@H](C1)OC2
O[C@@]12CC[C@@H](C1)OC2,O[C@]12CC[C@H](CC1)OC2
O[C@]12CC[C@H](CC1)C2,O[C@@]12CCC[C@@H](CC1)C2
C[C@@]12CC[C@]1(C)[C@H]2O,C[C@@]12CCC[C@]1(C)[C@H]2O
C[C@@H]1[C@]2(C)CC[C@]12C,C[C@@H]1[C@]2(C)CCC[C@]12C
C[C@@H]1[C@]2(O)CC[C@]12O,C[C@@H]1[C@]2(O)CCC[C@]12O
O[C@@H]1[C@]2(O)CC[C@]12O,O[C@@H]1[C@]2(O)CCC[C@]12O
C[C@]12CC[C@@]1(C)CC2,CC1(C2(C)CC2)CC1
C[C@]12CC[C@@]1(C)CC2,CC1(C2(C)CC2)CCC1
C[C@]12CC[C@@]1(C)CC2,C[C@@]12CCC[C@]1(C)CC2
C[C@@]12CC[C@]1(C)OC2,CC1([C@@]2(C)CO2)CC1
C[C@]12CC[C@@]1(O)CC2,CC1(C2(O)CC2)CC1
C[C@@]12CC[C@]1(O)CO2,C[C@@]1(C2(O)CC2)CO1
C[C@@]12CO[C@]1(C)CO2,C[C@]1([C@]2(C)CO2)CO1
O[C@]12CC[C@@]1(O)CC2,OC1(C2(O)CC2)CC1
O[C@]12CC[C@@]1(O)CC2,OC1(C2(O)CC2)CCC1
O[C@]12CC[C@@]1(O)CC2,O[C@@]12CCC[C@]1(O)CC2
C#C[C@H]1C[C@H](C#C)C1,C#C[C@H]1CC[C@H](C#C)C1
C#C[C@H]1C[C@H](C#N)N1,N#C[C@H]1C[C@H](C#N)N1
C#C[C@H]1C[C@H](C#C)O1,C#C[C@H]1C[C@H](C#N)O1
C#C[C@H]1C[C@H](C#N)O1,N#C[C@H]1C[C@H](C#N)O1
N#C[C@H]1C[C@H](C#N)C1,N#C[C@H]1CC[C@H](C#N)C1
N#C[C@H]1C[C@H](C#N)N1,N#C[C@H]1C[C@H]2C[C@H]2N1
C#CC1CN(C=O)C1,C#C[C@H]1CCN(C=O)C1
O=C[C@H]1C[C@H](C=O)C1,O=C[C@H]1CC[C@H](C=O)C1
CO[C@H]1C[C@H](C=O)C1,CO[C@H]1CC[C@H](C=O)C1
O=C[C@H]1C[C@H](CO)O1,O=C[C@H]1C[C@H](CCO)O1
CC[C@H]1C[C@@H](CC)C1,CC[C@@H]1CC[C@H](CC)C1
CC[C@@H]1C[C@H](CC)O1,CC[C@H]1C[C@@H](CO)O1
CC[C@@H]1C[C@H](CC)O1,CCC[C@H]1C[C@@H](CC)O1
CC[C@H]1C[C@@H](CO)O1,OC[C@@H]1C[C@H](CO)O1
CO[C@H]1C[C@H](OC)C1,CO[C@H]1C[C@@H](C)[C@@H](C)C1
CO[C@H]1C[C@H](OC)C1,CO[C@H]1CC[C@H](OC)C1
OC[C@H]1C[C@@H](CO)C1,OC[C@@H]1CC[C@H](CO)C1
OC[C@@H]1C[C@H](CO)O1,OCC[C@H]1C[C@@H](CO)O1
C#CC1=CC(=O)CC1,C#CC1=CC(=O)CCC1
N#CC1=CC(=O)CC1,N#CC1=CC(=O)CCC1
C#C[C@H]1CCC([NH-])O1,C#C[C@H]1CCC[C@@H]([NH-])O1
N#C[C@H]1CCC([NH-])O1,N#C[C@H]1CCCC([NH-])O1
C#C[C@H]1CCC(=O)C1,C#CC1CCC(=O)CC1
C#C[C@H]1CCC(=O)C1,C#C[C@H]1CCCC(=O)C1
N#C[C@H]1CCC(=O)C1,N#CC1CCC(=O)CC1
N#C[C@H]1CCC(=O)C1,N#C[C@H]1CCCC(=O)C1
C#C[C@H]1CCC(=O)N1,C#C[C@H]1CCCC(=O)N1
C#C[C@H]1CCC(=O)O1,C#C[C@H]1CCCC(=O)O1
N#C[C@H]1CCC(=O)O1,N#C[C@H]1CCCC(=O)O1
O=CC1=CC(=O)CC1,O=CC1=CC(=O)CCC1
[NH-]C1CC[C@H](C=O)O1,[NH-]C1CCC[C@H](C=O)O1
O=C[C@H]1CCC(=O)C1,O=C[C@H]1CCCC(=O)C1
O=C[C@H]1CCC(=O)N1,O=C[C@H]1CCCC(=O)N1
O=C[C@H]1CCC(=O)O1,O=C[C@H]1CCCC(=O)O1
O=C[C@H]1CNC(=O)C1,O=C[C@H]1CCC(=O)NC1
O=CN1CCC(=O)C1,O=CN1CCC(=O)CC1
O=CN1CCC(=O)C1,O=CN1CCCC(=O)C1
C#C[C@H]1C=C(C)CC1,C#C[C@H]1C=C(C)CCC1
CC1=C[C@H](C#N)CC1,CC1=C[C@H](C#N)CCC1
CC1=C[C@H](C=O)CC1,CC1=C[C@H](C=O)CCC1
CC1=CN(C=O)CC1,CC1=CN(C=O)CCC1
CC1=CCN(C=O)C1,CC1=CCN(C=O)CC1
C#CC1=C[C@@H](C)CC1,C#CC1=C[C@@H](C)CCC1
C[C@@H]1C=C(C#N)CC1,C[C@@H]1C=C(C#N)CCC1
C#CC1=C[C@@H](O)CC1,C#CC1=C[C@@H](O)CCC1
N#CC1=C[C@@H](O)CC1,N#CC1=C[C@@H](O)CCC1
C#C[C@H]1CC[C@H](C)C1,C#C[C@H]1CCC[C@H](C)C1
C[C@H]1CC[C@H](C#N)C1,C[C@H]1CCC[C@H](C#N)C1
C[C@H]1CC[C@H](C#N)N1,C[C@H]1CCC[C@H](C#N)N1
C#C[C@H]1CC[C@H](C)O1,C#C[C@H]1CCC[C@H](C)O1
C[C@H]1CC[C@H](C#N)O1,C[C@H]1CCC[C@H](C#N)O1
C#C[C@@H]1C[C@@H](C)CO1,C#C[C@@H]1C[C@@H](C)CCO1
C[C@H]1CO[C@H](C#N)C1,C[C@H]1CCO[C@H](C#N)C1
C[N@@H+]1CC[C@H](C#N)C1,C[N@@H+]1CCC[C@H](C#N)C1
C#C[C@H]1CC[C@H](O)C1,C#C[C@H]1CCC[C@H](O)C1
N#C[C@H]1CC[C@H](O)C1,N#C[C@H]1CCC[C@H](O)C1
C[C@H]1CC[C@H](C=O)C1,C[C@H]1CCC[C@H](C=O)C1
C[C@H]1CC[C@H](C=O)O1,C[C@H]1CCC[C@H](C=O)O1
C[C@H]1CCN(C=O)C1,CC1CCN(C=O)CC1
C[C@H]1CCN(C=O)C1,C[C@H]1CCCN(C=O)C1
O=C[C@H]1CC[C@H](O)C1,O=C[C@H]1CCC[C@H](O)C1
O=CN1CC[C@H](O)C1,O=CN1CCC(O)CC1
O=CN1CC[C@H](O)C1,O=CN1CCC[C@H](O)C1
C[C@@H]1C=C(C=O)CC1,C[C@@H]1C=C(C=O)CCC1
CN1C=C(C=O)CC1,CN1C=C(C=O)CCC1
O=CC1=C[C@@H](O)CC1,O=CC1=C[C@@H](O)CCC1
C[NH2+]C1CCC(=O)N1,C[NH2+]C1CCCC(=O)N1
C[NH2+]C1CCC(=O)O1,C[NH2+]C1CCCC(=O)O1
C[NH2+]C1CC[C@@H](C)O1,C[NH2+][C@H]1CCC[C@@H](C)O1
CCC1=CC(=O)CC1,CCC1=CC(=O)CCC1
CNC1=CC(=O)CC1,CNC1=CC(=O)CCC1
[NH-]C1=CC(CO)CO1,[NH-]C1=CC(CCO)CO1
O=C1C=C(CO)CC1,O=C1C=C(CO)CCC1
C[C@@H]1C=C(CO)CC1,C[C@@H]1C=C(CO)CCC1
C[C@H]1COC(CO)[NH2+]1,C[C@H]1COC(CCO)[NH2+]1
C[C@@H]1C=C(CO)CO1,C[C@@H]1C=C(CCO)CO1
CCC1=C[C@@H](C)CC1,CCC1=C[C@@H](C)CCC1
CCC1=C[C@@H](C)OC1,CCCC1=C[C@@H](C)OC1
CCC1=C[C@@H](O)CC1,CCC1=C[C@@H](O)CCC1
CCC1[NH2+][C@@H](C)CO1,CCCC1[NH2+][C@@H](C)CO1
OCC1=C[C@@H](O)CC1,OCC1=C[C@@H](O)CCC1
CCC1=CCC(=O)N1,CCCC1=CCC(=O)N1
CCC1=CNC(=O)C1,CCCC1=CNC(=O)C1
CCC1=NCC([NH-])N1,CCCC1=NCC([NH-])N1
O=C1CC=C(CO)N1,O=C1CC=C(CCO)N1
O=C1CC(CO)=CN1,O=C1CC(CCO)=CN1
[NH-]C1CN=C(CO)N1,[NH-]C1CN=C(CCO)N1
CCC1[NH2+]C[C@@H](C)O1,CCCC1[NH2+]C[C@@H](C)O1
CC[C@H]1CCC([NH-])O1,CC[C@H]1CCC[C@@H]([NH-])O1
CC[C@H]1CCC(=O)C1,CCC1CCC(=O)CC1
CC[C@H]1CCC(=O)C1,CC[C@H]1CCCC(=O)C1
CC[C@H]1CCC(=O)N1,CC[C@H]1CCCC(=O)N1
CC[C@H]1CCC(=O)O1,CC[C@H]1CCCC(=O)O1
CC[C@H]1CNC(=O)C1,CC[C@H]1CCC(=O)NC1
CC[C@H]1CNC(=O)C1,CCC[C@H]1CNC(=O)C1
CC[C@H]1CNC(=O)O1,CCC[C@H]1CNC(=O)O1
CC[C@H]1COC(=O)C1,CCC[C@H]1COC(=O)C1
CC[C@H]1COC(=O)N1,CCC[C@H]1COC(=O)N1
CC[N@H+]1CCC(=O)C1,CC[NH+]1CCC(=O)CC1
CC[N@H+]1CCC(=O)C1,CC[N@H+]1CCCC(=O)C1
CO[C@H]1CCC([NH-])O1,CO[C@H]1CCCC([NH-])O1
CO[C@H]1CCC(=O)C1,COC1CCC(=O)CC1
CO[C@H]1CCC(=O)C1,CO[C@H]1CCCC(=O)C1
CO[C@H]1CCC(=O)O1,CO[C@H]1CCCC(=O)O1
[NH-]C1CC[C@H](CO)O1,[NH-][C@@H]1CCC[C@H](CO)O1
O=C1CC[C@H](CO)C1,O=C1CCC(CO)CC1
O=C1CC[C@H](CO)C1,O=C1CCC[C@H](CO)C1
O=C1CC[C@H](CO)N1,O=C1CCC[C@H](CO)N1
O=C1CC[C@H](CO)N1,O=C1CC[C@H](CCO)N1
O=C1CC[C@H](CO)O1,O=C1CCC[C@H](CO)O1
O=C1C[C@@H](CO)CN1,O=C1CC[C@H](CO)CN1
O=C1C[C@@H](CO)CN1,O=C1C[C@@H](CCO)CN1
O=C1NC[C@H](CO)O1,O=C1NC[C@H](CCO)O1
O=C1C[C@@H](CO)CO1,O=C1C[C@@H](CCO)CO1
O=C1N[C@@H](CO)CO1,O=C1N[C@@H](CCO)CO1
CC1=C[C@@H](CO)CC1,CC1=C[C@@H](CO)CCC1
CC1=C[C@@H](CO)OC1,CC1=C[C@@H](CCO)OC1
CC[C@@H]1C=C(C)CC1,CC[C@@H]1C=C(C)CCC1
CC[C@@H]1C=C(C)CC1,CCC[C@@H]1C=C(C)CC1
CC[C@H]1COC(C)[NH2+]1,CCC[C@H]1COC(C)[NH2+]1
CO[C@@H]1C=C(C)CC1,CO[C@@H]1C=C(C)CCC1
C[C@H]1CC[C@@H](CO)C1,C[C@H]1CCC[C@@H](CO)C1
C[C@H]1CC[C@@H](CO)O1,C[C@H]1CCC[C@@H](CO)O1
C[C@H]1CO[C@@H](CO)C1,C[C@H]1CO[C@@H](CCO)C1
CC[C@H]1CC[C@@H](C)C1,CC[C@H]1CCC[C@@H](C)C1
CC[C@H]1CC[C@@H](C)O1,CC[C@H]1CCC[C@@H](C)O1
CC[C@H]1CC[C@@H](O)C1,CC[C@H]1CC[C@@H](O)CC1
CC[C@H]1CC[C@@H](O)C1,CC[C@H]1CCC[C@@H](O)C1
CO[C@H]1CC[C@@H](C)C1,CO[C@H]1CCC[C@@H](C)C1
CO[C@H]1CC[C@@H](C)O1,CO[C@H]1CCC[C@@H](C)O1
CO[C@H]1CC[C@@H](O)C1,CO[C@H]1CCC[C@@H](O)C1
OC[C@H]1CC[C@@H](O)C1,OC[C@H]1CCC[C@@H](O)C1
[H]/N=C(\C#N)NC1CC1,[H]/N=C(\C#N)NC1CCC1
[H]/N=C(\C#N)NC1CC1,[H]/N=C(\C#N)NC1COC1
C#CC(=O)CC1CC1,C#CC(=O)CC1CCC1
N#CC(=O)CC1CC1,N#CC(=O)CC1CCC1
C#CC(=O)C[NH+]1CC1,C#CC(=O)C[NH+]1CCC1
N#CC(=O)C[NH+]1CC1,N#CC(=O)C[NH+]1CCC1
C#CC(=O)NC1CC1,C#CC(=O)NC1CCC1
C#CC(=O)OC1CC1,C#CC(=O)OC1CCC1
N#CC(=O)OC1CC1,N#CC(=O)OC1CCC1
[H]/N=C(\C=O)NC1CC1,[H]/N=C(\C=O)NC1CCC1
[H]/N=C(\C=O)NC1CC1,[H]/N=C(\C=O)NC1COC1
O=CC(=O)CC1CC1,O=CC(=O)CC1CCC1
O=CC(=O)C[NH+]1CC1,O=CC(=O)C[NH+]1CCC1
O=CC(=O)NC1CC1,O=CC(=O)NC1CCC1
O=CC(=O)OC1CC1,O=CC(=O)OC1CCC1
N#C/C(N)=N/C1CC1,N#C/C(N)=N/C1CCC1
N/C(C=O)=N\C1CC1,N/C(C=O)=N\C1CCC1
C#C[C@@H](C)CC1CC1,C#C[C@@H](C)CC1CCC1
C[C@H](C#N)CC1CC1,C[C@H](C#N)CC1CCC1
C[C@H](C#N)C[NH+]1CC1,C[C@H](C#N)C[NH+]1CCC1
C[C@H](C#N)NC1CC1,C[C@H](C#N)NC1CCC1
C#C[C@@H](C)OC1CC1,C#C[C@@H](C)OC1CCC1
C[C@H](C#N)OC1CC1,C[C@H](C#N)OC1CCC1
N#C[C@@H](N)CC1CC1,N#C[C@@H](N)CC1CCC1
N#C[C@@H](N)C[NH+]1CC1,N#C[C@@H](N)C[NH+]1CCC1
C#C[C@@H](O)CC1CC1,C#C[C@@H](O)CC1CCC1
N#C[C@@H](O)CC1CC1,N#C[C@@H](O)CC1CCC1
N#C[C@@H](O)C[NH+]1CC1,N#C[C@@H](O)C[NH+]1CCC1
C[C@H](C=O)CC1CC1,C[C@H](C=O)CC1CCC1
C[C@H](C=O)OC1CC1,C[C@H](C=O)OC1CCC1
CN(C=O)CC1CC1,CN(C=O)CC1CCC1
CN(C=O)C[C@H]1CO1,CN(C=O)C[C@H]1CCO1
O=C[C@@H](O)CC1CC1,O=C[C@@H](O)CC1CCC1
C[NH2+]C(C)OC1CC1,C[NH2+]C(C)OC1CCC1
CCC(=O)CC1CC1,CCC(=O)CC1CCC1
CCC(=O)C[NH+]1CC1,CCC(=O)C[NH+]1CCC1
CCC(=O)NC1CC1,CCC(=O)NC1CCC1
CCC(=O)OC1CC1,CCC(=O)OC1CCC1
CNC(=O)CC1CC1,CNC(=O)CC1CCC1
CNC(=O)C[NH+]1CC1,CNC(=O)C[NH+]1CCC1
CNC(=O)NC1CC1,CNC(=O)NC1CCC1
CNC(=O)OC1CC1,CNC(=O)OC1CCC1
COC(=O)CC1CC1,COC(=O)CC1CCC1
COC(=O)C[NH+]1CC1,COC(=O)C[NH+]1CCC1
COC(=O)NC1CC1,COC(=O)NC1CCC1
NCC(=O)OC1CC1,NCC(=O)OC1CCC1
O=C(CO)CC1CC1,O=C(CO)CC1CCC1
O=C(CO)C[NH+]1CC1,O=C(CO)C[NH+]1CCC1
O=C(CO)NC1CC1,O=C(CO)NC1CCC1
O=C(CO)OC1CC1,O=C(CO)OC1CCC1
COC(C)[NH2+]C1CC1,COC(C)[NH2+]C1CCC1
C[C@@H](CO)CC1CC1,C[C@@H](CO)CC1CCC1
C[C@@H](CO)C[C@H]1CO1,C[C@@H](CCO)C[C@H]1CO1
C[C@@H](CO)OC1CC1,C[C@@H](CO)OC1CCC1
CC[C@@H](C)CC1CC1,CC[C@@H](C)CC1CCC1
CC[C@@H](C)OC1CC1,CC[C@@H](C)OC1CCC1
CC[C@@H](O)CC1CC1,CC[C@@H](O)CC1CCC1
CC[C@@H](O)C[C@H]1CO1,CCC[C@@H](O)C[C@H]1CO1
CO[C@@H](C)CC1CC1,CO[C@@H](C)CC1CCC1
OC[C@@H](O)CC1CC1,OC[C@@H](O)CC1CCC1
CC(=O)C#CC1CC1,CC(=O)C#CC1CCC1
CC(=O)C#C[C@H]1CO1,CC(=O)C#C[C@H]1CCO1
NC(=O)C#CC1CC1,NC(=O)C#CC1CCC1
NC(=O)C#C[C@H]1CO1,NC(=O)C#C[C@H]1CCO1
CC([NH-])OCC1CC1,CC([NH-])OCC1CCC1
CC(=O)CCC1CC1,CC(=O)CCC1CCC1
CC(=O)CCC1CC1,CC(=O)CCCC1CC1
CC(=O)CC[C@H]1CO1,CC(=O)CCC[C@H]1CO1
CC(=O)CC[NH+]1CC1,CC(=O)CCC[NH+]1CC1
CC(=O)COC1CC1,CC(=O)COC1CCC1
CC(=O)NCC1CC1,CC(=O)NCC1CCC1
CC(=O)OCC1CC1,CC(=O)OCC1CCC1
NC(=O)CCC1CC1,NC(=O)CCC1CCC1
NC(=O)CCC1CC1,NC(=O)CCCC1CC1
NC(=O)CC[C@H]1CO1,NC(=O)CCC[C@H]1CO1
NC(=O)CC[C@H]1CO1,COC(=O)CC[C@H]1CO1
NC(=O)CC[NH+]1CC1,NC(=O)CCC[NH+]1CC1
NC(=O)COC1CC1,NC(=O)COC1CCC1
NC(=O)NCC1CC1,NC(=O)NCC1CCC1
NC(=O)OCC1CC1,NC(=O)OCC1CCC1
O=C(O)CC[C@H]1CN1,O=C(O)CCC[C@H]1CN1
O=C(O)CNC1CC1,O=C(O)CNC1CCC1
CC(C)C#CC1CC1,CC(C)C#CC1CCC1
C[C@@H](O)C#CC1CC1,C[C@@H](O)C#CC1CCC1
CC(C)CCC1CC1,CC(C)CCC1CCC1
CC(C)CC[C@H]1CO1,CC(C)CCC[C@H]1CO1
CC(C)COC1CC1,CC(C)COC1CCC1
CC(C)OCC1CC1,CC(C)OCC1CCC1
C[C@@H](O)CCC1CC1,C[C@@H](O)CCC1CCC1
C[C@@H](O)CCC1CC1,C[C@@H](O)CCCC1CC1
C[C@@H](O)CC[C@H]1CO1,C[C@@H](O)CCC[C@H]1CO1
C[C@@H](O)CC[NH+]1CC1,C[C@@H](O)CCC[NH+]1CC1
C[C@@H](O)COC1CC1,C[C@@H](O)COC1CCC1
C#C[C@]12C[C@H](C1)C2=O,C#C[C@]12CC[C@H](C1)C2=O
N#C[C@]12C[C@H](C1)C2=O,N#C[C@]12CC[C@H](C1)C2=O
N#C[C@@]12C[C@@H](O1)C2=O,N#C[C@@]12CC[C@@H](O1)C2=O
C[C@H]1[C@H]2C[C@]1(C=O)C2,C[C@H]1[C@@H]2CC[C@@]1(C=O)C2
O=C[C@]12C[C@H](C1)[C@@H]2O,O=C[C@]12CC[C@H](C1)[C@@H]2O
CC[C@@]12C[C@@H](O1)[C@H]2O,CCC[C@@]12C[C@@H](O1)[C@H]2O
OC[C@]12C[C@H](C1)[C@H]2O,OC[C@]12CC[C@H](C1)[C@H]2O
C#C[C@@]12CC(=O)[C@@H]1O2,C#C[C@@]12CCC(=O)[C@@H]1O2
N#C[C@@]12CC(=O)[C@@H]1O2,N#C[C@@]12CCC(=O)[C@@H]1O2
O=C[C@]12CC(=O)[C@H]1O2,O=C[C@]12CCC(=O)[C@H]1O2
CC[C@]12CC(=O)[C@H]1N2,CCC[C@]12CC(=O)[C@H]1N2
CC[C@]12CC(=O)[C@H]1O2,CC[C@]12CCC(=O)[C@H]1O2
CC[C@]12CC(=O)[C@H]1O2,CCC[C@]12CC(=O)[C@H]1O2
CC[C@@]12CC(=O)N1C2,CCC[C@@]12CC(=O)N1C2
O=C1C[C@]2(CO)N[C@H]12,O=C1C[C@]2(CCO)N[C@H]12
O=C1C[C@]2(CO)O[C@H]12,O=C1CC[C@]2(CO)O[C@H]12
O=C1C[C@]2(CO)O[C@H]12,O=C1C[C@]2(CCO)O[C@H]12
O=C1C[C@@]2(CO)C[C@@H]12,O=C1CC[C@@]2(CO)C[C@@H]12
C#C[C@]12CC[C@H](C1)C2,C#C[C@]12CCC[C@H](C1)C2
C#C[C@]12CC[C@H](C1)C2,C#C[C@]12CC[C@H](CC1)C2
C#C[C@]12CO[C@H](C1)C2,C#C[C@@]12CC[C@@H](C1)OC2
C#C[C@]12CC[C@H](C1)O2,C#C[C@]12CCC[C@H](C1)O2
C#C[C@]12CC[C@H](C1)O2,C#C[C@]12CC[C@H](CC1)O2
N#C[C@]12CC[C@H](C1)C2,N#C[C@]12CCC[C@H](C1)C2
N#C[C@]12CC[C@H](C1)C2,N#C[C@]12CC[C@H](CC1)C2
N#C[C@]12CO[C@H](C1)C2,N#C[C@@]12CC[C@@H](C1)OC2
N#C[C@]12CC[C@H](C1)N2,N#C[C@]12CCC[C@H](C1)N2
N#C[C@]12CC[C@H](C1)N2,N#C[C@]12CC[C@H](CC1)N2
N#C[C@]12CC[C@H](C1)O2,N#C[C@]12CCC[C@H](C1)O2
N#C[C@]12CC[C@H](C1)O2,N#C[C@]12CC[C@H](CC1)O2
N#C[C@]12CC[N@H+](C1)C2,N#C[C@]12CCC[N@H+](C1)C2
N#C[C@]12CC[N@H+](C1)C2,N#C[C@]12CC[N@H+](CC1)C2
O=C[C@]12C=C[C@H](C1)C2,O=C[C@@]12C=C[C@@H](CC1)C2
O=C[C@]12CC[C@H](C1)C2,O=C[C@]12CCC[C@H](C1)C2
O=C[C@]12CC[C@H](C1)C2,O=C[C@]12CC[C@H](CC1)C2
O=C[C@]12C[C@H](CO1)C2,O=C[C@@]12CC[C@@H](CO1)C2
O=C[C@]12CO[C@H](C1)C2,O=C[C@@]12CC[C@@H](C1)OC2
O=C[C@]12CC[C@H](C1)O2,O=C[C@]12CCC[C@H](C1)O2
O=C[C@]12CC[C@H](C1)O2,O=C[C@]12CC[C@H](CC1)O2
CC[C@@]12C=C[C@@H](C1)O2,CC[C@@]12C=C[C@@H](CC1)O2
CC[C@@]12C=C[C@@H](C1)O2,CCC[C@@]12C=C[C@@H](C1)O2
CC[C@]12CC[C@H](C1)C2,CC[C@]12CCC[C@H](C1)C2
CC[C@]12CC[C@H](C1)C2,CC[C@]12CC[C@H](CC1)C2
CC[C@]12CO[C@H](C1)C2,CC[C@@]12CC[C@@H](C1)OC2
CC[C@]12CC[C@H](C1)O2,CC[C@]12CCC[C@H](C1)O2
CC[C@]12CC[C@H](C1)O2,CC[C@]12CC[C@H](CC1)O2
CO[C@]12CC[C@H](C1)C2,CO[C@]12CCC[C@H](C1)C2
CO[C@]12CC[C@H](C1)C2,CO[C@]12CC[C@H](CC1)C2
CO[C@]12CO[C@H](C1)C2,CO[C@@]12CC[C@@H](C1)OC2
OC[C@]12CC[C@H](C1)C2,OC[C@]12CCC[C@H](C1)C2
OC[C@]12CC[C@H](C1)C2,OC[C@]12CC[C@H](CC1)C2
OC[C@]12CO[C@H](C1)C2,OC[C@@]12CC[C@@H](C1)OC2
OC[C@]12CC[C@H](C1)O2,OC[C@]12CCC[C@H](C1)O2
OC[C@]12CC[C@H](C1)O2,OC[C@]12CC[C@H](CC1)O2
C[C@H]1C([NH-])OC12CC2,C[C@H]1C([NH-])OC12CCC2
C[C@H]1C(=O)CC12CC2,C[C@H]1C(=O)CC12CCC2
C[C@H]1C(=O)C[C@@]12CO2,C[C@H]1C(=O)C[C@@]12CCO2
C[C@H]1C(=O)NC12CC2,C[C@H]1C(=O)NC12CCC2
C[C@H]1C(=O)OC12CC2,C[C@H]1C(=O)OC12CCC2
CN1C(=O)CC12CC2,CN1C(=O)CC12CCC2
[NH-]C1OC2(CC2)[C@H]1N,[NH-]C1OC2(CCC2)[C@H]1N
N[C@H]1C(=O)OC12CC2,N[C@H]1C(=O)OC12CCC2
N[C@H]1C(=O)OC12CC2,N[C@H]1C(=O)OC12COC2
[NH-]C1OC2(CC2)[C@H]1O,[NH-][C@H]1OC2(CCC2)[C@H]1O
O=C1CC2(CC2)[C@H]1O,O=C1CC2(CCC2)[C@H]1O
O=C1C[C@@]2(CO2)[C@H]1O,O=C1C[C@@]2(CCO2)[C@H]1O
O=C1NC2(CC2)[C@H]1O,O=C1NC2(CCC2)[C@H]1O
O=C1OC2(CC2)[C@H]1O,O=C1OC2(CCC2)[C@H]1O
C[C@H]1CC2(CC2)C1=O,C[C@H]1CC2(CCC2)C1=O
C[C@H]1C[C@]2(CO2)C1=O,C[C@H]1C[C@]2(CCO2)C1=O
