target_smiles,ref_smiles,target_diff,ref_diff
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-],C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],"([('Carboxylic acid', 1, [(30, 31, 32)]), ('Carboxylic ester', 1, [(26, 27, 25)])], [('C1 alkane', 1, [(24,)]), ('C2 alkane', 1, [(28, 29)])])","([('Phosphoric monoester', 1, [(26, 27, 28, 29, 25, 24)])], [])"
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-],CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,"([('Carboxylic acid', 1, [(30, 31, 32)])], [('C1 alkane', 1, [(29,)])])","([], [])"
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-],CC[NH+](CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,"([('Carboxylic acid', 1, [(30, 31, 32)])], [])","([('Ammonium', 1, [(2,)])], [('C2 alkane', 1, [(0, 1)])])"
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,"([], [('C6 alkane', 1, [(29, 30, 31, 32, 33, 34)])])","([], [])"
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,CC[NH+](CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,"([], [('C4 alkane', 1, [(31, 32, 33, 34)])])","([('Ammonium', 1, [(2,)])], [('C2 alkane', 1, [(0, 1)])])"
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,"([('Phosphoric monoester', 1, [(26, 27, 28, 29, 25, 24)])], [])","([('Carboxylic ester', 1, [(1, 2, 3)])], [('C1 alkane', 2, [(0,), (4,)])])"
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,"([('Hydroxy', 1, [(29,)])], [])","([], [])"
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,"([], [('C3 alkane', 1, [(18, 19, 20)])])","([('Hydroxy', 1, [(17,)])], [('C2 alkane', 1, [(19, 20)])])"
CC(C)[C@@H]1NC(=O)[C@H](CCCC[NH3+])NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H]([NH3+])Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C([NH3+])Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCC[NH3+])C(=O)NC(C(C)O)C(=O)N1,"([('Amide', 1, [(68, 70, 69)]), ('Phenol', 1, [(36,)]), ('Benzene', 1, [(52, 53, 54, 55, 56, 57)])], [('C1 alkane', 1, [(0,)])])","([('Hydroxy', 2, [(5,), (67,)])], [])"
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH2+]C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(NC(=O)[C@@H]2CC(=O)NC(=O)N2)cc1)C(=O)N[C@H](Cc1ccc(NC(N)=O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH2+]C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,"([('Phenol', 1, [(55,)])], [('C1 alkane', 1, [(48,)])])","([('Lactam', 1, [(59, 60, 61)]), ('Urea', 2, [(61, 62, 63, 64), (76, 77, 79, 78)]), ('Benzene', 1, [(72, 73, 74, 75, 80, 81)])], [('C2 alkane', 1, [(57, 58)])])"
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH2+]C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,"([('Ammonium', 1, [(82,)]), ('Amide', 1, [(63, 65, 64)])], [('C1 alkane', 3, [(48,), (81,), (85,)])])","([('Urea', 1, [(64, 65, 67, 66)]), ('Guanidine', 1, [(83, 84, 86, 85)])], [])"
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH2+]C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,CCNC(NCC)=[NH+]CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCC[NH+]=C(NCC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,"([('Ammonium', 1, [(82,)]), ('Amide', 1, [(63, 65, 64)])], [('C1 alkane', 1, [(48,)])])","([('Guanidine', 2, [(2, 3, 7, 4), (31, 30, 29, 34)])], [('C2 alkane', 3, [(0, 1), (5, 6), (35, 36)]), ('C1 alkane', 1, [(33,)])])"
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,CCNC(NCC)=[NH+]CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCC[NH+]=C(NCC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,"([('Urea', 1, [(64, 65, 67, 66)])], [])","([('Guanidine', 1, [(2, 3, 7, 4)])], [('C2 alkane', 4, [(0, 1), (5, 6), (32, 33), (35, 36)]), ('C1 alkane', 2, [(8,), (28,)])])"
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,"([('Hydroxy', 1, [(29,)])], [])","([], [])"
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,"([('Hydroxy', 1, [(25,)])], [])","([], [])"
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@@H](O)[C@H](C)O1,COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,"([('Hydroxy', 1, [(26,)])], [])","([], [])"
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@@H](O)[C@H](C)O1,CC(=O)[C@]1(O)Cc2c([O-])c3c(c([O-])c2[C@@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,"([('Hydroxy', 1, [(26,)]), ('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([], [])"
C[NH2+][C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)([NH3+])[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,CCCCCCCCCCNCC[NH2+][C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)[NH2+]C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])c5cc(O)c(C[NH2+]CP(=O)([O-])[O-])c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,"([], [])","([('Amine', 1, [(10,)]), ('Ammonium', 1, [(82,)]), ('Phosphonic acid', 1, [(84, 85, 86, 87)])], [('C10 alkane', 1, [(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)]), ('C2 alkane', 1, [(11, 12)]), ('C1 alkane', 2, [(81,), (83,)])])"
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,"([], [])","([('Hydroxy', 1, [(26,)])], [])"
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,"([], [])","([('Hydroxy', 1, [(26,)])], [])"
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,CC(=O)[C@]1(O)Cc2c([O-])c3c(c([O-])c2[C@@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,"([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([], [])"
COc1cccc2c1C(=O)c1c([O-])c3c(c([O-])c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1,CC(=O)[C@]1(O)Cc2c([O-])c3c(c([O-])c2[C@@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,"([('Hydroxy', 1, [(26,)]), ('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([], [])"
CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC21C,"([('Carboxylic ester', 1, [(1, 2, 3)])], [('C1 alkane', 1, [(0,)])])","([('Chloride', 1, [(9,)])], [('C1 alkane', 1, [(0,)])])"
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,"([('Benzene', 1, [(26, 27, 28, 29, 30, 31)])], [])","([], [('C4 alkane', 1, [(0, 1, 2, 3)])])"
COc1cc(C[C@@H]2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3[C@@H]2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,"([('Ether', 2, [(11,), (50,)])], [('C1 alkane', 2, [(12,), (51,)])])","([('Alkene', 1, [(34, 35)])], [('C2 alkane', 1, [(32, 33)])])"
COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,"([('Alkene', 1, [(34, 35)]), ('Ether', 2, [(15,), (69,)])], [('C1 alkane', 3, [(16,), (36,), (70,)])])","([], [])"
COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,"([('Alkene', 1, [(34, 35)]), ('Ether', 2, [(15,), (69,)])], [('C1 alkane', 3, [(16,), (36,), (70,)])])","([], [])"
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,"([('pyrrolidine', 1, [(20, 21, 22, 17, 19)])], [])","([('Carboxylic ester', 1, [(18, 20, 17)])], [])"
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,"([('pyrrolidine', 1, [(20, 21, 22, 17, 19)])], [])","([('Thioether', 1, [(17,)]), ('tetrazole', 1, [(18, 19, 20, 21, 22)])], [])"
COc1cccc([C@@]2(O)CCCC[C@@H]2C[NH+](C)C)c1,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,"([('Ammonium', 1, [(15,)])], [])","([('Amine', 1, [(15,)])], [])"
C[NH+](C)CC(c1ccc(O)cc1)C1(O)CCCCC1,COc1ccc(C(C[NH+](C)C)C2(O)CCCCC2)cc1,"([('Phenol', 1, [(9,)])], [])","([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])"
C[NH+](C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,"([('Arylbromide', 1, [(10,)])], [])","([('Arylchloride', 1, [(10,)])], [])"
C[NH+](C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,C[NH+](C)CCC(c1ccccc1)c1ccccn1,"([('Arylbromide', 1, [(10,)])], [])","([], [])"
C[NH+](C)CCC(c1ccc(Br)cc1)c1ccccn1,C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,"([('Arylbromide', 1, [(10,)])], [])","([('Arylchloride', 1, [(10,)])], [])"
C[NH+](C)CCC(c1ccc(Br)cc1)c1ccccn1,C[NH+](C)CCC(c1ccccc1)c1ccccn1,"([('Arylbromide', 1, [(10,)])], [])","([], [])"
C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,C[NH+](C)CCC(c1ccccc1)c1ccccn1,"([('Arylchloride', 1, [(10,)])], [])","([], [])"
C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,C[NH+](C)CCCN1c2ccccc2CCc2ccccc21,"([('Arylchloride', 1, [(19,)])], [])","([], [])"
C[NH+](C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,C[NH+](C)CCCN1c2ccccc2Sc2ccccc21,"([('Trifluoromethyl', 1, [(19, 18, 20, 21)])], [])","([], [])"
C[NH+](C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,C[NH+](C)CCCN1c2ccccc2Sc2ccccc21,"([('Arylchloride', 1, [(18,)])], [])","([], [])"
COc1ccc(CN(CC[NH+](C)C)c2ccccn2)cc1,C[NH+](C)CCN(Cc1ccccc1)c1ccccn1,"([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([], [])"
C[NH+](C)CCOC(c1ccccc1)c1ccccc1,Cc1ccccc1C(OCC[NH+](C)C)c1ccccc1,"([], [])","([], [('C1 alkane', 1, [(0,)])])"
C[NH+](C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,CC/C(=C(\c1ccccc1)c1ccc(OCC[NH+](C)C)cc1)c1ccccc1,"([('Chloride', 1, [(14,)])], [])","([], [])"
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)[NH+](C)CC3,C[NH+]1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,"([('Ether', 1, [(1,)])], [('C1 alkane', 1, [(0,)])])","([('Phenol', 1, [(16,)])], [])"
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)[NH+](C)CC[C@@]341,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)[NH+](C)CC[C@]314,"([('Hydroxy', 1, [(11,)])], [('C1 alkane', 1, [(12,)])])","([('Ketone', 1, [(10, 11)])], [])"
C[NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,C=CC[NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,"([], [])","([('Alkene', 1, [(0, 1)])], [])"
C[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,C[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,"([('Trifluoromethyl', 1, [(21, 20, 22, 23)])], [])","([('Arylchloride', 1, [(20,)])], [])"
C[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CCSc1ccc2c(c1)N(CCCN1CC[NH+](C)CC1)c1ccccc1S2,"([('Arylchloride', 1, [(20,)])], [])","([('Thioether', 1, [(2,)])], [('C2 alkane', 1, [(0, 1)])])"
C[NH2+]C[C@H](O)c1ccc(O)c(O)c1,CC(C)[NH2+]CC(O)c1ccc(O)c(O)c1,"([], [])","([], [('C1 alkane', 2, [(0,), (2,)])])"
C[NH2+]CC[C@H](Oc1cccc2ccccc12)c1cccs1,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,"([('Ammonium', 1, [(1,)])], [])","([('Amine', 1, [(1,)])], [])"
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,"([], [('C1 alkane', 2, [(0,), (26,)])])","([], [])"
CC(C)[NH+]1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,"([], [])","([('Urea', 1, [(4, 47, 48, 7)]), ('Benzene', 1, [(8, 9, 10, 11, 45, 46)]), ('4H-1,2,4-triazole', 1, [(6, 7, 47, 4, 5)])], [('C1 alkane', 1, [(0,)])])"
CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,"([('1H-indole', 1, [(16, 15, 14, 13, 12, 11, 10, 18, 17)])], [('C1 alkane', 1, [(9,)])])","([], [])"
CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,"([('Amide', 1, [(92, 94, 93)]), ('1H-indole', 1, [(16, 15, 14, 13, 12, 11, 10, 18, 17)])], [])","([], [('C1 alkane', 1, [(0,)]), ('C3 alkane', 1, [(33, 34, 35)])])"
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,CC(C)CC(NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)N1CCCC1C(=O)NCC(N)=O,"([], [])","([('Benzene', 2, [(10, 11, 12, 13, 18, 19), (13, 14, 15, 16, 17, 18)])], [('C1 alkane', 1, [(9,)])])"
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,"([('Amide', 1, [(82, 84, 83)])], [])","([], [('C1 alkane', 1, [(0,)]), ('C4 alkane', 1, [(32, 33, 34, 35)])])"
